Client_ID,Service_Type,Monthly_Revenue,Contract_Length,Support_Tickets,Satisfaction_Score,Payment_Delay,Cloud_Usage,Security_Incidents,Churn
3980,Infrastructure,32632.0,12,25,3.0,6,55,7,0
3981,Infrastructure,17856.0,12,12,4.4,20,11,6,0
3982,Support,10105.0,24,21,4.5,55,57,6,1
3983,Infrastructure,40690.0,36,11,1.1,6,26,3,0
3984,Security,7513.0,24,8,3.7,0,25,5,1
3985,Support,7801.0,36,29,3.4,59,54,0,0
3986,Cloud,37345.0,24,4,1.3,33,57,5,0
3987,Cloud,18895.0,12,8,4.7,22,33,4,1
3988,Security,44749.0,36,29,2.8,2,74,0,0
3989,Security,13221.0,24,12,3.7,17,42,0,0
3990,Support,11038.0,36,15,4.5,42,13,2,0
3991,Cloud,37031.0,36,27,1.5,11,10,3,1
3992,Cloud,20082.0,24,9,4.4,13,42,0,0
3993,Cloud,19648.0,24,29,3.9,40,83,9,1
3994,Cloud,5364.0,36,15,4.4,27,71,6,0
3995,Cloud,39568.0,36,13,3.0,41,12,1,0
3996,Infrastructure,,12,24,1.1,44,54,3,0
3997,Security,10958.0,36,1,3.7,23,30,8,0
3998,Infrastructure,14096.0,12,27,2.5,23,73,7,1
3999,Cloud,12436.0,12,24,2.6,2,82,1,1
4000,Support,26177.0,12,18,2.8,58,66,8,0
4001,Support,,36,10,3.0,57,49,0,1
4002,Cloud,29544.0,12,18,3.6,8,71,5,0
4003,Cloud,17638.0,36,27,3.9,23,52,2,0
4004,Support,5179.0,36,10,4.1,59,97,0,0
4005,Infrastructure,8873.0,24,13,3.7,1,55,7,0
4006,Infrastructure,22570.0,36,14,4.2,54,81,5,0
4007,Cloud,,36,24,1.5,39,33,3,0
4008,Infrastructure,,12,6,4.3,27,33,2,0
4009,Support,5352.0,36,14,2.5,6,19,9,1
4010,Infrastructure,26586.0,36,29,3.1,8,77,1,0
4011,Cloud,10344.0,24,26,2.7,44,66,4,0
4012,Support,9507.0,24,23,2.9,38,53,7,0
4013,Infrastructure,42598.0,12,22,2.1,59,82,7,0
4014,Security,48988.0,12,24,1.7,38,84,2,0
4015,Support,37885.0,24,7,1.4,32,57,8,0
4016,Support,,24,29,2.8,33,86,9,0
4017,Security,42055.0,36,3,1.5,20,36,4,0
4018,Security,,12,17,2.0,28,39,6,0
4019,Support,9477.0,12,13,1.5,26,55,8,0
4020,Security,,36,28,1.4,16,21,6,0
4021,Cloud,28396.0,36,26,4.5,59,69,9,0
4022,Cloud,17755.0,12,20,3.7,41,28,2,1
4023,Cloud,5865.0,24,17,4.7,46,77,1,0
4024,Support,,24,3,3.6,47,63,6,1
4025,Security,43097.0,36,29,4.4,22,43,9,1
4026,Security,,12,27,3.2,52,96,7,0
4027,Infrastructure,43524.0,36,1,2.9,44,99,3,0
4028,Infrastructure,16254.0,24,20,3.1,20,16,0,1
4029,Security,9018.0,24,5,2.3,7,91,5,1
4030,Security,10192.0,36,10,3.6,8,51,8,0
4031,Security,7015.0,24,0,4.6,57,77,3,0
4032,Support,47618.0,12,14,4.1,32,62,2,0
4033,Security,,36,11,2.8,57,17,5,1
4034,Infrastructure,,36,23,4.8,3,31,5,0
4035,Support,8770.0,36,17,4.9,58,35,3,0
4036,Security,10829.0,24,29,3.0,17,86,6,0
4037,Infrastructure,39381.0,12,4,4.5,31,72,1,0
4038,Support,20545.0,36,10,1.0,29,55,0,1
4039,Security,23263.0,36,23,1.3,24,90,5,0
4040,Security,,24,20,1.1,56,53,2,0
4041,Security,48306.0,12,18,4.1,32,71,2,0
4042,Support,30675.0,36,21,1.3,34,45,0,1
4043,Infrastructure,30362.0,24,0,1.1,41,50,1,0
4044,Infrastructure,5148.0,36,16,1.6,55,88,2,0
4045,Cloud,6754.0,24,7,2.2,33,91,0,0
4046,Security,,12,22,2.9,49,36,7,0
4047,Cloud,12378.0,24,15,1.3,1,79,5,1
4048,Cloud,,36,25,3.0,12,50,8,1
4049,Infrastructure,14371.0,36,25,2.0,52,14,0,1
4050,Support,31999.0,24,10,2.1,40,66,3,0
4051,Support,17779.0,12,26,4.3,22,85,3,1
4052,Infrastructure,36075.0,12,18,4.9,22,38,4,0
4053,Support,35697.0,36,23,2.9,30,21,1,0
4054,Cloud,14795.0,36,10,2.3,1,34,0,0
4055,Security,43460.0,24,14,4.7,1,43,8,0
4056,Infrastructure,9218.0,24,7,3.0,4,84,4,0
4057,Security,42571.0,24,29,3.9,59,96,7,1
4058,Support,16672.0,12,13,2.7,13,33,2,1
4059,Security,36042.0,12,0,1.8,22,91,3,0
4060,Support,40950.0,36,9,3.6,54,72,3,0
4061,Support,16009.0,36,6,3.7,56,72,5,1
4062,Cloud,,36,17,2.8,34,19,3,0
4063,Support,34381.0,24,11,2.1,45,14,4,1
4064,Cloud,30287.0,12,1,4.3,0,98,4,1
4065,Cloud,7586.0,36,17,2.1,40,62,7,0
4066,Cloud,7648.0,36,28,3.6,47,90,8,1
4067,Infrastructure,45081.0,36,20,2.5,48,37,7,1
4068,Infrastructure,23101.0,36,6,2.9,39,74,4,1
4069,Support,26692.0,36,19,1.8,14,54,5,1
4070,Cloud,12407.0,36,26,3.6,29,75,3,0
4071,Infrastructure,,12,11,1.9,20,58,1,0
4072,Cloud,20234.0,36,19,2.9,7,49,4,0
4073,Security,27211.0,12,24,2.3,6,75,0,1
4074,Security,34480.0,24,13,4.9,40,17,0,1
4075,Security,29846.0,12,9,4.9,33,36,0,0
4076,Support,47503.0,24,8,4.0,56,26,3,0
4077,Cloud,20321.0,12,22,4.9,41,77,4,1
4078,Security,,12,29,1.5,36,53,3,0
4079,Infrastructure,27117.0,36,14,5.0,47,40,5,0
4080,Security,,12,25,1.4,52,14,1,0
4081,Security,14476.0,12,19,2.7,31,69,4,1
4082,Security,22270.0,36,23,2.0,32,98,5,0
4083,Support,26702.0,24,9,4.8,5,28,4,0
4084,Infrastructure,9382.0,36,18,3.5,41,51,5,0
4085,Cloud,6785.0,36,18,3.4,9,32,7,0
4086,Infrastructure,16735.0,36,11,5.0,25,86,1,0
4087,Cloud,35177.0,24,22,3.4,57,26,6,0
4088,Support,35712.0,12,28,3.6,50,67,5,0
4089,Support,21679.0,12,26,1.2,44,96,9,0
4090,Support,48013.0,36,11,4.4,25,58,7,0
4091,Support,40365.0,36,8,4.9,18,12,8,0
4092,Cloud,22064.0,12,28,4.8,34,86,7,1
4093,Security,35563.0,12,26,1.9,44,54,4,0
4094,Cloud,38092.0,12,19,1.9,3,44,3,0
4095,Infrastructure,31867.0,24,3,2.5,24,11,2,0
4096,Support,,24,0,2.2,7,56,9,0
4097,Support,24502.0,36,15,2.2,11,12,8,0
4098,Infrastructure,5760.0,24,0,3.4,53,38,6,0
4099,Cloud,29142.0,36,12,4.2,23,83,0,0
4100,Security,49653.0,12,29,4.7,23,29,2,0
4101,Security,,12,2,1.3,16,43,2,0
4102,Infrastructure,,36,11,2.1,24,88,5,0
4103,Security,10499.0,12,28,2.0,32,49,1,1
4104,Cloud,5364.0,36,22,2.4,26,74,3,0
4105,Cloud,24797.0,36,28,2.7,1,99,1,0
4106,Infrastructure,,36,8,2.6,8,72,4,0
4107,Cloud,37535.0,24,3,4.8,54,65,3,0
4108,Support,21105.0,36,1,2.7,57,41,3,0
4109,Infrastructure,12939.0,36,21,3.2,32,75,3,1
4110,Cloud,18936.0,36,21,4.0,18,50,3,0
4111,Infrastructure,47029.0,24,8,3.9,48,38,4,1
4112,Security,20863.0,12,19,3.3,4,93,1,0
4113,Cloud,17561.0,24,23,4.4,46,96,5,0
4114,Support,15447.0,36,12,3.5,19,60,0,0
4115,Cloud,35624.0,24,13,4.5,23,21,9,0
4116,Infrastructure,49646.0,12,28,2.2,56,53,1,0
4117,Infrastructure,17411.0,12,2,1.5,30,19,2,0
4118,Cloud,24465.0,36,17,4.3,43,92,1,0
4119,Support,43216.0,12,8,2.5,3,83,2,0
4120,Support,24642.0,24,14,3.6,31,92,7,0
4121,Support,36262.0,24,21,3.9,46,99,2,0
4122,Infrastructure,35363.0,12,26,2.3,34,97,9,0
4123,Cloud,,36,23,3.0,13,18,0,0
4124,Security,,36,26,4.6,35,38,7,0
4125,Infrastructure,24317.0,24,9,4.5,50,38,7,0
4126,Support,30017.0,12,24,4.0,5,70,6,0
4127,Cloud,18528.0,24,16,4.1,16,73,3,0
4128,Support,18313.0,24,12,4.6,17,12,4,1
4129,Security,6559.0,24,0,3.9,7,96,9,0
4130,Support,20167.0,36,10,2.4,50,13,5,0
4131,Support,,12,4,1.5,51,64,5,0
4132,Security,43598.0,12,8,2.7,11,23,6,0
4133,Cloud,12523.0,36,6,1.3,16,86,3,0
4134,Infrastructure,33439.0,24,6,1.5,30,37,7,0
4135,Cloud,20524.0,24,1,4.8,50,72,1,0
4136,Security,18285.0,36,18,3.7,0,48,8,0
4137,Support,15973.0,12,19,4.4,10,73,5,0
4138,Cloud,27694.0,36,17,3.6,41,69,0,0
4139,Infrastructure,40774.0,12,9,2.7,15,29,0,0
4140,Security,9302.0,12,24,1.1,36,37,7,1
4141,Cloud,27391.0,12,4,4.8,48,23,9,0
4142,Infrastructure,9611.0,24,15,1.3,27,86,9,0
4143,Security,14372.0,24,28,3.4,8,84,6,0
4144,Infrastructure,29312.0,36,22,1.4,54,67,2,0
4145,Security,19080.0,36,26,2.1,58,48,7,1
4146,Support,,24,24,1.7,7,67,7,0
4147,Cloud,,36,4,3.2,24,24,6,0
4148,Infrastructure,35677.0,24,14,4.5,9,82,4,0
4149,Security,25874.0,24,21,3.5,39,12,7,0
4150,Infrastructure,13378.0,12,15,3.7,2,14,4,0
4151,Infrastructure,6597.0,12,3,4.6,54,51,0,0
4152,Cloud,,24,13,4.0,22,24,7,0
4153,Support,8747.0,12,23,4.5,22,12,6,0
4154,Infrastructure,18879.0,24,16,2.7,43,44,6,0
4155,Security,,12,16,4.5,55,16,1,0
4156,Security,29815.0,36,20,3.6,3,33,2,1
4157,Support,23964.0,36,15,1.5,58,40,2,0
4158,Security,33812.0,24,25,1.2,53,87,9,0
4159,Support,45200.0,24,8,2.0,49,89,5,0
4160,Security,29714.0,12,1,2.5,22,13,5,0
4161,Cloud,,12,10,4.4,8,12,2,0
4162,Infrastructure,9725.0,24,14,4.0,52,18,4,0
4163,Cloud,48205.0,36,2,4.8,3,77,8,0
4164,Infrastructure,25684.0,36,23,3.2,33,92,6,0
4165,Infrastructure,31325.0,24,15,4.0,38,97,8,0
4166,Infrastructure,37542.0,36,20,2.1,17,69,1,0
4167,Cloud,18092.0,24,18,3.7,33,20,9,1
4168,Infrastructure,35382.0,12,21,3.8,56,88,9,0
4169,Cloud,44770.0,36,5,4.4,33,45,0,0
4170,Support,30457.0,36,13,3.1,41,81,1,0
4171,Security,11131.0,12,4,3.6,2,11,5,0
4172,Security,30215.0,12,4,1.8,18,59,9,0
4173,Infrastructure,17612.0,36,5,3.9,33,12,6,1
4174,Cloud,42305.0,36,17,4.4,25,76,7,0
4175,Security,18091.0,24,21,3.4,34,94,5,0
4176,Cloud,40103.0,24,17,1.5,40,71,5,1
4177,Cloud,42089.0,36,18,2.3,42,85,2,0
4178,Infrastructure,34759.0,24,1,2.9,30,23,8,0
4179,Security,5559.0,12,16,3.7,42,32,1,1
4180,Infrastructure,5713.0,24,27,2.3,26,86,4,0
4181,Infrastructure,42361.0,24,0,4.4,2,25,2,0
4182,Security,20184.0,36,8,2.5,36,90,0,0
4183,Security,20261.0,24,12,1.2,11,27,1,0
4184,Support,25372.0,36,3,4.2,46,22,5,1
4185,Support,37140.0,36,4,3.6,22,65,9,0
4186,Cloud,38024.0,36,25,4.2,16,99,0,0
4187,Security,37544.0,12,29,2.4,15,54,1,1
4188,Support,,24,22,1.1,16,49,9,0
4189,Cloud,48032.0,24,17,1.3,14,40,4,0
4190,Cloud,17697.0,24,27,1.4,25,90,0,0
4191,Cloud,46420.0,36,26,4.2,44,41,9,0
4192,Support,36707.0,12,9,2.2,1,10,3,0
4193,Security,31016.0,36,24,5.0,16,44,4,0
4194,Infrastructure,39600.0,24,27,4.0,0,45,4,0
4195,Cloud,,36,3,3.4,29,92,4,1
4196,Support,10167.0,36,25,4.9,31,75,9,0
4197,Support,5432.0,24,25,2.3,29,38,8,0
4198,Infrastructure,9151.0,36,12,1.7,41,52,8,0
4199,Infrastructure,11411.0,36,12,3.9,3,38,4,0
4200,Support,35788.0,12,16,2.1,41,52,5,0
4201,Security,31623.0,36,7,4.8,43,28,7,1
4202,Infrastructure,27104.0,12,3,5.0,31,73,6,0
4203,Support,5256.0,24,22,4.7,59,40,5,0
4204,Infrastructure,38439.0,12,2,4.8,34,28,3,0
4205,Security,,36,10,3.5,0,38,2,0
4206,Cloud,,24,11,3.8,18,82,3,0
4207,Infrastructure,49674.0,36,8,1.4,32,16,2,0
4208,Security,23066.0,36,14,4.1,18,67,7,1
4209,Support,37746.0,12,12,1.8,35,85,5,0
4210,Infrastructure,7460.0,36,4,4.4,26,69,5,0
4211,Infrastructure,42297.0,12,4,4.8,12,60,0,0
4212,Support,39743.0,24,18,1.8,26,91,4,0
4213,Cloud,8216.0,24,10,1.3,45,59,7,0
4214,Support,19267.0,36,8,2.9,13,30,1,0
4215,Infrastructure,14581.0,12,2,4.2,23,18,2,0
4216,Support,9515.0,36,17,4.1,34,43,8,1
4217,Security,27076.0,36,26,3.8,18,43,3,0
4218,Support,49816.0,36,12,4.3,24,56,9,1
4219,Infrastructure,14776.0,36,24,1.7,10,33,4,0
4220,Support,26947.0,12,27,3.6,8,89,6,0
4221,Cloud,7963.0,36,11,3.4,5,37,4,0
4222,Support,11786.0,24,8,1.6,57,55,1,0
4223,Cloud,18866.0,12,9,2.7,35,60,6,0
4224,Security,43968.0,36,27,4.4,57,15,5,0
4225,Cloud,37305.0,12,12,4.9,36,72,8,0
4226,Support,22360.0,36,19,3.7,28,62,1,0
4227,Infrastructure,45113.0,24,19,4.7,8,73,1,0
4228,Cloud,37813.0,24,12,1.5,32,61,7,0
4229,Security,6193.0,24,26,4.9,22,69,9,1
4230,Cloud,9512.0,12,25,1.1,14,50,0,0
4231,Cloud,27666.0,24,28,3.1,10,20,7,0
4232,Cloud,,36,28,2.2,22,13,4,1
4233,Security,13983.0,36,21,4.3,25,23,0,0
4234,Support,5636.0,36,8,1.9,0,22,9,0
4235,Cloud,8775.0,12,23,1.0,29,24,0,1
4236,Cloud,7421.0,12,9,2.7,16,17,5,0
4237,Infrastructure,18025.0,24,18,1.3,46,97,9,0
4238,Security,14280.0,12,5,2.2,45,20,1,0
4239,Cloud,,36,28,3.6,40,98,1,0
4240,Security,16351.0,36,6,2.2,22,32,0,0
4241,Cloud,43091.0,36,14,2.0,35,16,0,0
4242,Support,35171.0,12,21,1.6,40,78,3,0
4243,Support,8644.0,36,18,1.5,59,41,4,0
4244,Cloud,21142.0,24,13,3.1,4,53,3,0
4245,Support,12773.0,12,29,3.7,34,12,5,0
4246,Cloud,33466.0,36,15,2.8,49,53,7,1
4247,Support,15778.0,36,13,1.5,8,78,1,0
4248,Infrastructure,17501.0,12,28,3.6,3,60,0,1
4249,Infrastructure,7108.0,12,28,3.2,6,70,1,0
4250,Infrastructure,34369.0,24,24,2.5,0,60,9,0
4251,Security,41382.0,12,19,2.3,15,42,5,0
4252,Security,,36,1,1.7,56,29,3,0
4253,Infrastructure,15251.0,24,8,1.6,59,39,6,1
4254,Security,28341.0,36,2,2.4,24,53,1,1
4255,Support,16678.0,36,5,1.2,57,95,0,0
4256,Cloud,19367.0,36,4,2.7,5,95,4,0
4257,Cloud,34672.0,12,13,3.4,37,38,8,1
4258,Cloud,,12,28,4.8,13,30,5,0
4259,Infrastructure,17002.0,36,14,3.5,53,91,5,0
4260,Security,25284.0,12,17,3.5,36,62,0,0
4261,Support,20700.0,36,16,2.5,10,20,0,0
4262,Support,18769.0,12,8,1.5,0,19,3,0
4263,Infrastructure,34318.0,12,18,2.8,51,44,1,0
4264,Support,29323.0,12,22,3.4,41,35,2,0
4265,Support,32610.0,24,24,3.9,0,53,5,0
4266,Support,11963.0,12,8,4.3,52,13,9,1
4267,Support,12838.0,24,27,2.0,35,83,0,0
4268,Security,17243.0,24,15,2.0,7,66,9,1
4269,Support,32939.0,24,25,3.3,31,48,1,1
4270,Cloud,6845.0,36,5,3.3,32,89,3,1
4271,Infrastructure,21766.0,12,7,1.9,7,50,5,0
4272,Security,41880.0,36,24,3.3,13,76,2,0
4273,Support,17780.0,24,2,2.4,23,98,8,0
4274,Security,47856.0,12,21,3.6,48,45,9,0
4275,Support,6509.0,36,4,2.2,40,13,3,0
4276,Cloud,28957.0,24,6,3.4,28,83,6,0
4277,Infrastructure,39346.0,36,22,4.1,24,22,4,0
4278,Support,22263.0,36,24,4.9,5,79,5,0
4279,Support,31148.0,12,0,4.6,0,16,8,0
4280,Support,,12,21,3.0,54,37,8,1
4281,Support,47608.0,36,20,3.0,22,68,5,1
4282,Infrastructure,17931.0,12,3,2.8,40,46,1,0
4283,Infrastructure,6359.0,12,25,1.1,32,24,8,0
4284,Cloud,29532.0,36,27,1.7,13,39,1,0
4285,Infrastructure,25344.0,12,15,1.2,55,83,1,0
4286,Support,9242.0,12,26,3.8,27,21,1,0
4287,Cloud,25601.0,24,13,2.7,28,90,6,0
4288,Cloud,24116.0,12,0,1.3,42,39,3,0
4289,Cloud,40477.0,24,3,3.8,39,10,7,1
4290,Support,35782.0,36,9,3.6,22,45,7,0
4291,Security,23880.0,24,10,3.9,43,97,0,0
4292,Support,8499.0,36,6,3.4,37,30,0,0
4293,Infrastructure,36587.0,12,3,1.6,48,41,3,0
4294,Infrastructure,49458.0,12,0,1.2,42,72,1,1
4295,Support,31020.0,24,25,4.3,9,91,2,0
4296,Support,13080.0,36,0,1.9,26,22,9,0
4297,Cloud,28207.0,12,16,3.2,7,46,1,0
4298,Support,38957.0,24,26,2.9,43,53,9,0
4299,Cloud,18908.0,24,9,4.7,52,30,8,0
4300,Infrastructure,35652.0,24,4,3.2,3,27,5,0
4301,Cloud,35344.0,12,6,3.3,20,55,6,0
4302,Support,30034.0,36,24,2.3,20,56,5,1
4303,Infrastructure,30788.0,12,7,4.8,29,35,0,0
4304,Security,17751.0,12,1,3.4,12,14,4,0
4305,Cloud,38793.0,36,8,1.0,57,14,2,0
4306,Infrastructure,,24,3,3.2,2,40,9,0
4307,Cloud,43314.0,12,11,2.5,19,37,7,0
4308,Infrastructure,40453.0,24,25,1.1,35,86,6,0
4309,Infrastructure,14385.0,24,10,2.7,39,84,8,0
4310,Cloud,,36,4,4.1,4,74,0,0
4311,Security,48344.0,36,11,3.0,21,97,1,1
4312,Infrastructure,39790.0,36,26,3.6,57,22,1,1
4313,Infrastructure,,24,20,3.6,1,27,0,0
4314,Infrastructure,25125.0,24,3,3.7,24,33,7,0
4315,Security,,12,12,2.6,39,38,3,0
4316,Security,41870.0,24,21,2.5,23,37,6,0
4317,Support,22288.0,36,0,1.0,57,54,9,0
4318,Cloud,,36,17,1.6,4,95,0,1
4319,Security,44477.0,36,3,4.8,15,93,7,1
4320,Cloud,29405.0,36,3,4.4,52,20,7,0
4321,Support,43737.0,24,7,2.1,14,60,9,0
4322,Cloud,7620.0,36,24,2.6,50,68,2,0
4323,Security,40414.0,12,27,4.8,12,93,8,0
4324,Cloud,42633.0,24,19,2.0,10,22,4,0
4325,Security,40057.0,36,5,3.1,15,56,4,0
4326,Cloud,45138.0,12,3,1.1,17,97,4,0
4327,Security,18854.0,36,3,3.5,24,52,0,0
4328,Security,14677.0,24,27,4.7,46,33,9,0
4329,Cloud,49111.0,24,10,4.5,37,57,1,0
4330,Support,29074.0,12,27,3.0,39,72,0,0
4331,Infrastructure,22824.0,24,8,3.6,3,26,1,1
4332,Support,5765.0,12,13,3.3,52,78,8,0
4333,Cloud,36615.0,36,3,1.3,57,63,8,0
4334,Support,41860.0,24,12,1.6,47,23,4,0
4335,Security,,36,5,4.9,20,24,3,0
4336,Infrastructure,14341.0,36,29,2.0,10,82,1,0
4337,Cloud,33141.0,24,12,2.5,57,87,5,0
4338,Cloud,,36,24,3.0,51,19,8,0
4339,Cloud,20835.0,12,2,4.9,58,31,7,1
4340,Infrastructure,31548.0,12,22,3.8,33,22,9,0
4341,Security,40434.0,12,6,3.5,29,90,3,0
4342,Cloud,30039.0,24,0,3.1,53,74,5,0
4343,Support,37530.0,36,10,3.8,3,23,8,0
4344,Cloud,43736.0,36,1,3.7,13,53,9,0
4345,Cloud,45409.0,36,4,4.6,10,48,9,0
4346,Cloud,23565.0,36,23,3.2,3,44,3,0
4347,Cloud,14834.0,12,21,2.7,25,74,8,0
4348,Security,41656.0,24,29,4.2,2,36,7,0
4349,Support,5840.0,12,13,4.2,55,54,2,1
4350,Security,18873.0,12,28,1.7,53,66,8,0
4351,Support,,24,12,1.9,56,31,4,0
4352,Cloud,15846.0,24,15,4.8,36,43,0,0
4353,Infrastructure,10899.0,12,22,2.8,37,18,7,0
4354,Security,25502.0,36,14,3.1,40,59,4,0
4355,Infrastructure,5565.0,24,2,2.2,3,63,4,0
4356,Security,,24,5,2.9,25,67,1,0
4357,Cloud,46924.0,12,8,4.0,38,71,8,0
4358,Security,48242.0,36,2,2.9,44,47,5,0
4359,Cloud,14187.0,24,29,2.3,41,93,9,0
4360,Security,12226.0,12,12,1.4,43,36,2,0
4361,Cloud,47147.0,24,28,4.7,41,73,6,0
4362,Cloud,43658.0,36,12,4.5,10,12,1,1
4363,Support,9311.0,12,21,4.2,10,20,6,0
4364,Cloud,49214.0,12,6,3.8,53,33,1,0
4365,Support,46616.0,36,4,3.1,37,38,4,1
4366,Cloud,30689.0,12,25,4.6,37,78,9,1
4367,Infrastructure,11083.0,36,28,4.2,19,17,9,0
4368,Cloud,17598.0,12,7,4.3,25,28,8,0
4369,Infrastructure,21940.0,36,7,2.2,37,77,8,1
4370,Infrastructure,31880.0,24,21,2.7,11,78,5,0
4371,Cloud,7580.0,24,6,3.8,54,57,2,0
4372,Infrastructure,47321.0,24,18,2.5,28,49,3,0
4373,Support,14386.0,12,28,3.0,13,76,3,0
4374,Security,24522.0,36,6,3.6,49,25,8,0
4375,Cloud,31224.0,36,22,2.8,58,73,3,0
4376,Infrastructure,19635.0,24,3,4.2,24,17,3,0
4377,Cloud,5671.0,24,9,1.5,54,14,4,0
4378,Support,38545.0,24,29,3.9,50,81,5,1
4379,Cloud,31855.0,36,12,1.6,41,34,7,1
4380,Cloud,,24,3,4.8,41,62,0,0
4381,Infrastructure,19260.0,12,29,2.3,38,58,4,0
4382,Support,6074.0,24,18,4.2,25,81,8,0
4383,Security,47676.0,24,9,3.1,9,30,9,0
4384,Security,,36,6,1.4,13,60,3,1
4385,Infrastructure,17878.0,12,4,3.3,4,55,7,0
4386,Cloud,20120.0,36,2,4.6,56,18,8,0
4387,Infrastructure,28147.0,12,21,1.6,21,73,0,0
4388,Infrastructure,,12,27,2.3,10,86,7,0
4389,Infrastructure,48593.0,24,21,2.8,28,32,7,0
4390,Cloud,37430.0,24,21,2.1,6,69,4,1
4391,Support,46961.0,36,1,4.8,51,68,9,0
4392,Infrastructure,22430.0,36,28,2.5,17,17,1,0
4393,Cloud,7176.0,36,10,3.6,30,73,6,0
4394,Support,,12,9,1.9,42,63,4,0
4395,Infrastructure,47815.0,36,27,1.9,19,24,4,0
4396,Security,23617.0,12,22,1.7,56,61,5,0
4397,Support,,12,12,2.7,34,60,9,0
4398,Infrastructure,42376.0,12,6,3.1,6,13,7,0
4399,Support,16906.0,12,9,1.0,29,43,0,0
4400,Support,,12,27,4.3,3,33,2,0
4401,Support,,24,3,3.1,50,30,6,0
4402,Support,48292.0,12,26,1.6,29,11,8,0
4403,Support,18411.0,12,21,1.3,29,16,9,0
4404,Support,14180.0,24,19,1.3,29,65,1,0
4405,Infrastructure,,24,15,2.0,52,84,3,1
4406,Security,42251.0,24,19,3.0,17,85,3,0
4407,Cloud,35960.0,36,5,4.4,42,77,6,0
4408,Support,10901.0,36,8,4.6,45,44,4,0
4409,Cloud,43897.0,12,27,4.3,9,35,4,0
4410,Infrastructure,48183.0,12,12,2.3,13,27,6,0
4411,Support,,12,6,2.2,35,73,1,0
4412,Security,,12,17,4.9,22,65,7,0
4413,Cloud,,24,13,3.7,11,89,5,0
4414,Support,12400.0,36,21,2.2,11,64,4,0
4415,Infrastructure,44574.0,24,29,2.3,33,21,0,0
4416,Security,48284.0,36,4,2.7,25,46,1,0
4417,Cloud,12396.0,24,21,3.5,5,61,5,0
4418,Cloud,12338.0,12,12,4.6,36,28,5,0
4419,Support,47718.0,36,23,1.8,50,24,8,1
4420,Security,17500.0,12,7,1.3,52,95,5,0
4421,Security,16545.0,36,14,2.6,14,93,0,0
4422,Security,10241.0,36,18,2.0,41,61,6,0
4423,Security,28778.0,12,8,3.3,38,86,2,0
4424,Infrastructure,27821.0,12,5,3.8,18,96,7,0
4425,Security,9695.0,12,22,2.2,39,35,5,0
4426,Cloud,16530.0,24,24,3.7,46,54,2,0
4427,Cloud,19318.0,36,13,2.4,22,30,2,0
4428,Infrastructure,27331.0,36,28,3.5,35,90,7,0
4429,Cloud,31355.0,36,22,3.5,12,62,5,0
4430,Cloud,16324.0,12,9,2.1,30,38,1,0
4431,Security,33149.0,36,8,3.5,36,57,2,0
4432,Cloud,8218.0,36,16,2.5,25,95,5,1
4433,Infrastructure,25141.0,12,12,2.3,42,28,6,0
4434,Security,41784.0,12,16,2.2,47,63,3,0
4435,Support,,36,18,2.4,51,87,7,0
4436,Security,44802.0,24,12,4.1,17,96,2,0
4437,Infrastructure,45077.0,12,8,2.0,59,11,5,0
4438,Security,19379.0,24,0,3.7,46,41,6,0
4439,Security,9239.0,24,0,4.6,56,71,7,0
4440,Infrastructure,49896.0,24,4,2.4,32,16,3,0
4441,Security,25812.0,24,7,1.1,39,77,4,0
4442,Infrastructure,34669.0,12,17,1.1,31,96,5,0
4443,Infrastructure,14611.0,36,3,1.6,3,93,0,0
4444,Support,9150.0,36,21,1.4,40,31,8,0
4445,Cloud,16109.0,12,0,4.0,18,38,2,0
4446,Cloud,39214.0,12,14,2.2,6,12,1,0
4447,Security,31016.0,24,19,3.6,46,31,6,1
4448,Security,16936.0,24,3,1.2,34,93,3,0
4449,Support,,12,24,2.2,25,98,3,0
4450,Support,44236.0,36,8,1.9,43,62,9,0
4451,Support,19021.0,24,21,2.1,22,66,8,1
4452,Infrastructure,41943.0,12,23,1.8,33,19,6,0
4453,Support,42848.0,12,27,3.5,50,49,8,0
4454,Support,20471.0,12,25,3.7,55,29,0,0
4455,Security,28244.0,24,19,1.6,6,96,2,0
4456,Support,43985.0,12,9,4.0,10,20,9,0
4457,Infrastructure,43440.0,36,23,2.0,50,17,9,0
4458,Infrastructure,6502.0,12,14,2.1,7,45,5,0
4459,Security,,24,2,4.3,12,34,0,0
4460,Support,8770.0,36,1,4.6,31,48,4,0
4461,Support,47865.0,36,21,4.3,40,71,3,0
4462,Infrastructure,9001.0,12,4,1.6,33,96,3,0
4463,Support,25946.0,12,23,5.0,17,30,6,0
4464,Support,5598.0,36,0,3.7,14,28,4,0
4465,Support,,12,10,3.0,54,34,6,0
4466,Cloud,,24,11,4.8,42,96,0,1
4467,Security,31508.0,36,25,4.3,23,92,8,1
4468,Cloud,48744.0,12,2,3.8,46,14,7,0
4469,Security,44159.0,36,22,4.4,20,92,6,0
4470,Infrastructure,35276.0,12,28,2.5,17,21,9,1
4471,Support,28671.0,12,15,3.7,13,34,1,0
4472,Security,21450.0,24,25,1.8,57,14,5,0
4473,Cloud,19908.0,12,13,5.0,52,85,3,0
4474,Support,,12,11,3.4,18,36,2,0
4475,Infrastructure,40518.0,12,19,4.3,12,13,7,1
4476,Security,36212.0,24,25,2.6,56,92,3,0
